image_id,batch,unit_lesson,term_en,translation_ar,suggested_filename,visual_idea_en,generation_prompt_en,status
400,8,U2 L1,That's cool!,هذا رائع!,cartoon-400-that-s-cool.png,"two children looking excited at a cool science model, with no words","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “That's cool!”. Arabic teaching meaning for interpretation only: “هذا رائع!”. Show: two children looking excited at a cool science model, with no words.",To generate
401,8,U3 L4&5,the Arabian Leopard,الفهد العربي,cartoon-401-the-arabian-leopard.png,"a single clear, child-friendly visual that shows the literal meaning of “the Arabian Leopard” (الفهد العربي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “the Arabian Leopard”. Arabic teaching meaning for interpretation only: “الفهد العربي”. Show: a single clear, child-friendly visual that shows the literal meaning of “the Arabian Leopard” (الفهد العربي).",To generate
402,8,U2 L3,the Delta,دلتا النيل,cartoon-402-the-delta.png,"a single clear, child-friendly visual that shows the literal meaning of “the Delta” (دلتا النيل)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “the Delta”. Arabic teaching meaning for interpretation only: “دلتا النيل”. Show: a single clear, child-friendly visual that shows the literal meaning of “the Delta” (دلتا النيل).",To generate
403,8,U3 L1,the king of the jungle land,ملك الغابة,cartoon-403-the-king-of-the-jungle-land.png,a proud lion standing in a sunny grassland,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “the king of the jungle land”. Arabic teaching meaning for interpretation only: “ملك الغابة”. Show: a proud lion standing in a sunny grassland.",To generate
404,8,U3 L4&5,the Middle East,الشرق الأوسط,cartoon-404-the-middle-east.png,"a single clear, child-friendly visual that shows the literal meaning of “the Middle East” (الشرق الأوسط)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “the Middle East”. Arabic teaching meaning for interpretation only: “الشرق الأوسط”. Show: a single clear, child-friendly visual that shows the literal meaning of “the Middle East” (الشرق الأوسط).",To generate
405,8,U3 L4&5,the Red Sea Dugong,أطوم البحر الأحمر,cartoon-405-the-red-sea-dugong.png,"a single clear, child-friendly visual that shows the literal meaning of “the Red Sea Dugong” (أطوم البحر الأحمر)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “the Red Sea Dugong”. Arabic teaching meaning for interpretation only: “أطوم البحر الأحمر”. Show: a single clear, child-friendly visual that shows the literal meaning of “the Red Sea Dugong” (أطوم البحر الأحمر).",To generate
406,8,U5 L4&5,thick,سميك,cartoon-406-thick.png,a thick book beside a thin book,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “thick”. Arabic teaching meaning for interpretation only: “سميك”. Show: a thick book beside a thin book.",To generate
407,8,U2 L2,threw,يلقي / يرمي,cartoon-407-threw.png,a child throwing a soft ball safely in a playground,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “threw”. Arabic teaching meaning for interpretation only: “يلقي / يرمي”. Show: a child throwing a soft ball safely in a playground.",To generate
408,8,U2 L2,throw,يلقي / يرمي,cartoon-408-throw.png,a child throwing a soft ball safely in a playground,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “throw”. Arabic teaching meaning for interpretation only: “يلقي / يرمي”. Show: a child throwing a soft ball safely in a playground.",To generate
409,8,U1 L4&5,told,يخبر,cartoon-409-told.png,"a single clear, child-friendly visual that shows the literal meaning of “told” (يخبر)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “told”. Arabic teaching meaning for interpretation only: “يخبر”. Show: a single clear, child-friendly visual that shows the literal meaning of “told” (يخبر).",To generate
410,8,U1 L1,tongue,لسان,cartoon-410-tongue.png,"a single clear, child-friendly visual that shows the literal meaning of “tongue” (لسان)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “tongue”. Arabic teaching meaning for interpretation only: “لسان”. Show: a single clear, child-friendly visual that shows the literal meaning of “tongue” (لسان).",To generate
411,9,U1 L2,took,يأخذ,cartoon-411-took.png,a child taking a book from a shelf,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “took”. Arabic teaching meaning for interpretation only: “يأخذ”. Show: a child taking a book from a shelf.",To generate
412,9,U5 L4&5,tools,أدوات,cartoon-412-tools.png,"a single clear, child-friendly visual that shows the literal meaning of “tools” (أدوات)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “tools”. Arabic teaching meaning for interpretation only: “أدوات”. Show: a single clear, child-friendly visual that shows the literal meaning of “tools” (أدوات).",To generate
413,9,U1 L1,touch,حاسة اللمس,cartoon-413-touch.png,"a single clear, child-friendly visual that shows the literal meaning of “touch” (حاسة اللمس)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “touch”. Arabic teaching meaning for interpretation only: “حاسة اللمس”. Show: a single clear, child-friendly visual that shows the literal meaning of “touch” (حاسة اللمس).",To generate
414,9,U1 L1,touched,يلمس,cartoon-414-touched.png,"a single clear, child-friendly visual that shows the literal meaning of “touched” (يلمس)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “touched”. Arabic teaching meaning for interpretation only: “يلمس”. Show: a single clear, child-friendly visual that shows the literal meaning of “touched” (يلمس).",To generate
415,9,U4 L1,tour guide,مرشد سياحي,cartoon-415-tour-guide.png,"a single clear, child-friendly visual that shows the literal meaning of “tour guide” (مرشد سياحي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “tour guide”. Arabic teaching meaning for interpretation only: “مرشد سياحي”. Show: a single clear, child-friendly visual that shows the literal meaning of “tour guide” (مرشد سياحي).",To generate
416,9,U4 L1,tourists,سياح,cartoon-416-tourists.png,"a single clear, child-friendly visual that shows the literal meaning of “tourists” (سياح)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “tourists”. Arabic teaching meaning for interpretation only: “سياح”. Show: a single clear, child-friendly visual that shows the literal meaning of “tourists” (سياح).",To generate
417,9,U2 L3,traditional,تقليدي,cartoon-417-traditional.png,an Egyptian child wearing traditional clothing during a cultural celebration,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “traditional”. Arabic teaching meaning for interpretation only: “تقليدي”. Show: an Egyptian child wearing traditional clothing during a cultural celebration.",To generate
418,9,U2 L3,traditions,تقاليد,cartoon-418-traditions.png,an Egyptian family sharing traditional food and music,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “traditions”. Arabic teaching meaning for interpretation only: “تقاليد”. Show: an Egyptian family sharing traditional food and music.",To generate
419,9,U2 L2,traffic,حركة مرور,cartoon-419-traffic.png,"a single clear, child-friendly visual that shows the literal meaning of “traffic” (حركة مرور)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “traffic”. Arabic teaching meaning for interpretation only: “حركة مرور”. Show: a single clear, child-friendly visual that shows the literal meaning of “traffic” (حركة مرور).",To generate
420,9,U2 L4&5,train station,محطة قطار,cartoon-420-train-station.png,"a single clear, child-friendly visual that shows the literal meaning of “train station” (محطة قطار)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “train station”. Arabic teaching meaning for interpretation only: “محطة قطار”. Show: a single clear, child-friendly visual that shows the literal meaning of “train station” (محطة قطار).",To generate
421,9,U2 L1,trash,قمامة,cartoon-421-trash.png,"a single clear, child-friendly visual that shows the literal meaning of “trash” (قمامة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “trash”. Arabic teaching meaning for interpretation only: “قمامة”. Show: a single clear, child-friendly visual that shows the literal meaning of “trash” (قمامة).",To generate
422,9,U4 L1,treasures,كنوز,cartoon-422-treasures.png,"a single clear, child-friendly visual that shows the literal meaning of “treasures” (كنوز)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “treasures”. Arabic teaching meaning for interpretation only: “كنوز”. Show: a single clear, child-friendly visual that shows the literal meaning of “treasures” (كنوز).",To generate
423,9,U3 L3,trick,خدعة/يخدع,cartoon-423-trick.png,"a single clear, child-friendly visual that shows the literal meaning of “trick” (خدعة/يخدع)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “trick”. Arabic teaching meaning for interpretation only: “خدعة/يخدع”. Show: a single clear, child-friendly visual that shows the literal meaning of “trick” (خدعة/يخدع).",To generate
424,9,U5 L4&5,truck,شاحنة,cartoon-424-truck.png,"a single clear, child-friendly visual that shows the literal meaning of “truck” (شاحنة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “truck”. Arabic teaching meaning for interpretation only: “شاحنة”. Show: a single clear, child-friendly visual that shows the literal meaning of “truck” (شاحنة).",To generate
425,9,U3 L1,trunk,خرطوم الفيل,cartoon-425-trunk.png,"a single clear, child-friendly visual that shows the literal meaning of “trunk” (خرطوم الفيل)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “trunk”. Arabic teaching meaning for interpretation only: “خرطوم الفيل”. Show: a single clear, child-friendly visual that shows the literal meaning of “trunk” (خرطوم الفيل).",To generate
426,9,U2 L3,turban,عمامة,cartoon-426-turban.png,"a single clear, child-friendly visual that shows the literal meaning of “turban” (عمامة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “turban”. Arabic teaching meaning for interpretation only: “عمامة”. Show: a single clear, child-friendly visual that shows the literal meaning of “turban” (عمامة).",To generate
427,9,U3 L1,TV program,برنامج تلفزيوني,cartoon-427-tv-program.png,"a single clear, child-friendly visual that shows the literal meaning of “TV program” (برنامج تلفزيوني)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “TV program”. Arabic teaching meaning for interpretation only: “برنامج تلفزيوني”. Show: a single clear, child-friendly visual that shows the literal meaning of “TV program” (برنامج تلفزيوني).",To generate
428,9,U1 L1,understand,يفهم,cartoon-428-understand.png,"a single clear, child-friendly visual that shows the literal meaning of “understand” (يفهم)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “understand”. Arabic teaching meaning for interpretation only: “يفهم”. Show: a single clear, child-friendly visual that shows the literal meaning of “understand” (يفهم).",To generate
429,9,U1 L1,understood,يفهم,cartoon-429-understood.png,"a single clear, child-friendly visual that shows the literal meaning of “understood” (يفهم)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “understood”. Arabic teaching meaning for interpretation only: “يفهم”. Show: a single clear, child-friendly visual that shows the literal meaning of “understood” (يفهم).",To generate
430,9,U5 L1,uniform,زي موحد,cartoon-430-uniform.png,"a single clear, child-friendly visual that shows the literal meaning of “uniform” (زي موحد)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “uniform”. Arabic teaching meaning for interpretation only: “زي موحد”. Show: a single clear, child-friendly visual that shows the literal meaning of “uniform” (زي موحد).",To generate
431,9,U6 LStory,unkindness,قسوة,cartoon-431-unkindness.png,a child choosing kindness and comforting a sad friend after unkind behaviour,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “unkindness”. Arabic teaching meaning for interpretation only: “قسوة”. Show: a child choosing kindness and comforting a sad friend after unkind behaviour.",To generate
432,9,U2 L3,Upper Egypt,الوجه القبلي,cartoon-432-upper-egypt.png,"a single clear, child-friendly visual that shows the literal meaning of “Upper Egypt” (الوجه القبلي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “Upper Egypt”. Arabic teaching meaning for interpretation only: “الوجه القبلي”. Show: a single clear, child-friendly visual that shows the literal meaning of “Upper Egypt” (الوجه القبلي).",To generate
433,9,U1 L1,use,يستخدم,cartoon-433-use.png,"a single clear, child-friendly visual that shows the literal meaning of “use” (يستخدم)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “use”. Arabic teaching meaning for interpretation only: “يستخدم”. Show: a single clear, child-friendly visual that shows the literal meaning of “use” (يستخدم).",To generate
434,9,U1 L1,used,يستخدم,cartoon-434-used.png,"a single clear, child-friendly visual that shows the literal meaning of “used” (يستخدم)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “used”. Arabic teaching meaning for interpretation only: “يستخدم”. Show: a single clear, child-friendly visual that shows the literal meaning of “used” (يستخدم).",To generate
435,9,U5 L3,usual,عادي / تقليدي,cartoon-435-usual.png,a child following their usual school morning routine,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “usual”. Arabic teaching meaning for interpretation only: “عادي / تقليدي”. Show: a child following their usual school morning routine.",To generate
436,9,U1 L2,vegetables,خضروات,cartoon-436-vegetables.png,"a single clear, child-friendly visual that shows the literal meaning of “vegetables” (خضروات)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “vegetables”. Arabic teaching meaning for interpretation only: “خضروات”. Show: a single clear, child-friendly visual that shows the literal meaning of “vegetables” (خضروات).",To generate
437,9,U5 L1,vest,سترة/قميص (بدون أكمام),cartoon-437-vest.png,"a single clear, child-friendly visual that shows the literal meaning of “vest” (سترة/قميص (بدون أكمام))","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “vest”. Arabic teaching meaning for interpretation only: “سترة/قميص (بدون أكمام)”. Show: a single clear, child-friendly visual that shows the literal meaning of “vest” (سترة/قميص (بدون أكمام)).",To generate
438,9,U3 L2,vet,طبيب بيطري,cartoon-438-vet.png,"a single clear, child-friendly visual that shows the literal meaning of “vet” (طبيب بيطري)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “vet”. Arabic teaching meaning for interpretation only: “طبيب بيطري”. Show: a single clear, child-friendly visual that shows the literal meaning of “vet” (طبيب بيطري).",To generate
439,9,U3 L1,visitors,زوار,cartoon-439-visitors.png,"a single clear, child-friendly visual that shows the literal meaning of “visitors” (زوار)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “visitors”. Arabic teaching meaning for interpretation only: “زوار”. Show: a single clear, child-friendly visual that shows the literal meaning of “visitors” (زوار).",To generate
440,9,U1 L2,vitamins,فيتامينات,cartoon-440-vitamins.png,"a single clear, child-friendly visual that shows the literal meaning of “vitamins” (فيتامينات)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “vitamins”. Arabic teaching meaning for interpretation only: “فيتامينات”. Show: a single clear, child-friendly visual that shows the literal meaning of “vitamins” (فيتامينات).",To generate
441,9,U5 L2,voice,صوت (بشري),cartoon-441-voice.png,"a single clear, child-friendly visual that shows the literal meaning of “voice” (صوت (بشري))","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “voice”. Arabic teaching meaning for interpretation only: “صوت (بشري)”. Show: a single clear, child-friendly visual that shows the literal meaning of “voice” (صوت (بشري)).",To generate
442,9,U5 L2,voice-over actor,مؤدي صوتي,cartoon-442-voice-over-actor.png,"a single clear, child-friendly visual that shows the literal meaning of “voice-over actor” (مؤدي صوتي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “voice-over actor”. Arabic teaching meaning for interpretation only: “مؤدي صوتي”. Show: a single clear, child-friendly visual that shows the literal meaning of “voice-over actor” (مؤدي صوتي).",To generate
443,9,U1 L1,voices,أصوات (بشرية),cartoon-443-voices.png,"a single clear, child-friendly visual that shows the literal meaning of “voices” (أصوات (بشرية))","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “voices”. Arabic teaching meaning for interpretation only: “أصوات (بشرية)”. Show: a single clear, child-friendly visual that shows the literal meaning of “voices” (أصوات (بشرية)).",To generate
444,9,U2 L1,volunteer,يتطوع,cartoon-444-volunteer.png,"a single clear, child-friendly visual that shows the literal meaning of “volunteer” (يتطوع)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “volunteer”. Arabic teaching meaning for interpretation only: “يتطوع”. Show: a single clear, child-friendly visual that shows the literal meaning of “volunteer” (يتطوع).",To generate
445,9,U2 L1,volunteered,يتطوع,cartoon-445-volunteered.png,"a single clear, child-friendly visual that shows the literal meaning of “volunteered” (يتطوع)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “volunteered”. Arabic teaching meaning for interpretation only: “يتطوع”. Show: a single clear, child-friendly visual that shows the literal meaning of “volunteered” (يتطوع).",To generate
446,9,U1 L2,wake up early,يستيقظ مبكرًا,cartoon-446-wake-up-early.png,a child waking up early as morning sunlight enters the bedroom,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “wake up early”. Arabic teaching meaning for interpretation only: “يستيقظ مبكرًا”. Show: a child waking up early as morning sunlight enters the bedroom.",To generate
